movieId,genres,
550,4,
550,6,
551, The (1993),
551, The (1993),
551, The (1993),
551, The (1993),
552, The (1993),
552, The (1993),
552, The (1993),
552, The (1993),
553,8,
553,7,
553,18,
554,9,
554,7,
554,10,
555,9,
555,10,
556, The (1993),
558, The (1994),
558, The (1994),
558, The (1994),
558, The (1994),
558, The (1994),
559, France (1993),
560, Maine,
561,7,
561,10,
562,4,
562,7,
563,7,
563,6,
564,4,
565,7,
565,11,
566,4,
566,6,
567,4,
567,7,
568,4,
568,7,
569,4,
569,7,
570, The (Kådisbellan) (1993),
570, The (Kådisbellan) (1993),
571, The (1994),
571, The (1994),
572,7,
573, Professore! (Io speriamo che me la cavo) (1992),
574,4,
574,7,
575, The (1994),
575, The (1994),
576,4,
577,1,
577,3,
577,7,
579, The (Scorta,
579, The (Scorta,
580,7,
581, The (1995),
582,4,
582,7,
583,4,
583,7,
584,7,
584,6,
585, The (1995),
586,3,
586,4,
587,4,
587,7,
587,5,
587,6,
587,10,
588,1,
588,2,
588,3,
588,4,
588,15,
589,8,
589,13,
590,1,
590,7,
590,18,
591,8,
591,7,
591,10,
592,8,
592,9,
592,10,
593, The (1991),
593, The (1991),
593, The (1991),
594,2,
594,3,
594,7,
594,5,
594,15,
595,2,
595,3,
595,5,
595,15,
595,6,
595,17,
596,2,
596,3,
596,5,
596,15,
597,4,
597,6,
598,4,
598,5,
599, The (1969),
599, The (1969),
600,8,
600,4,
600,9,
601, The (Yan shen) (1994),
602, A (1994),
603, Love (1995),
604,16,
605,7,
605,6,
606,5,
606,11,
607,7,
608,4,
608,9,
608,7,
608,10,
609,1,
609,3,
610,8,
610,1,
610,2,
610,11,
610,13,
611,8,
611,11,
611,13,
612, The (1996),
613,7,
613,6,
614,7,
614,10,
615,4,
615,7,
616, The (1970),
616, The (1970),
617, The (La flor de mi secreto) (1995),
617, The (La flor de mi secreto) (1995),
618,4,
618,6,
619,4,
620,7,
621,7,
623, A (1995),
625,7,
626, A (1996),
627, The (1995),
627, The (1995),
628,9,
628,7,
628,12,
628,10,
629,7,
630,7,
630,6,
631,1,
631,2,
631,3,
631,5,
631,15,
631,6,
632,7,
632,14,
633,4,
634,4,
635, A (1996),
635, A (1996),
636,7,
637,4,
638,6,
639,4,
639,7,
640,7,
640,10,
641, Big City (Un indien dans la ville) (1994),
641, Big City (Un indien dans la ville) (1994),
641, Big City (Un indien dans la ville) (1994),
642,7,
643,4,
644,4,
645,7,
647,8,
647,9,
647,7,
647,14,
648,8,
648,1,
648,12,
648,10,
649,4,
649,7,
650,7,
651, Das (1996),
652, 302 (301/302) (1995),
652, 302 (301/302) (1995),
652, 302 (301/302) (1995),
653,8,
653,1,
653,5,
654,7,
654,6,
655,4,
656,4,
657,4,
657,7,
658,7,
658,15,
659,9,
659,7,
659,10,
660,7,
661,1,
661,2,
661,3,
661,5,
661,15,
662,10,
663,4,
664,4,
665,4,
665,7,
665,14,
666,7,
666,6,
666,14,
667,8,
668,7,
670, The (Apur Sansar) (1959),
671,4,
671,13,
672,7,
673,1,
673,2,
673,3,
673,4,
673,5,
673,13,
674,1,
674,4,
674,13,
675,8,
675,7,
675,10,
676,4,
676,11,
676,13,
678,7,
678,10,
679, The (1995),
680, une étrange aventure de Lemmy Caution) (1965),
680, une étrange aventure de Lemmy Caution) (1965),
680, une étrange aventure de Lemmy Caution) (1965),
680, une étrange aventure de Lemmy Caution) (1965),
680, une étrange aventure de Lemmy Caution) (1965),
681,9,
682,16,
682,7,
683, The (Oeil de Vichy,
684,7,
685,7,
687,7,
687,6,
688,8,
688,1,
688,4,
688,14,
690, The (Versprechen,
690, The (Versprechen,
691,4,
691,6,
692,8,
692,13,
692,10,
693,7,
694, The (1996),
694, The (1996),
694, The (1996),
695,12,
695,10,
696,7,
696,10,
697,7,
697,6,
698,7,
699,7,
700,4,
701,7,
702,7,
703,7,
704, The (1996),
704, The (1996),
705,4,
706,7,
707,9,
707,7,
707,10,
708, The (1996),
708, The (1996),
709,1,
709,2,
709,3,
709,4,
709,15,
710,4,
711,1,
711,3,
712,9,
712,7,
712,6,
712,10,
713,7,
714,7,
714,12,
714,18,
715, The (Hussard sur le toit,
715, The (Hussard sur le toit,
716,9,
717,4,
718, The (Visiteurs,
718, The (Visiteurs,
718, The (Visiteurs,
719,4,
720,1,
720,2,
720,4,
721,7,
722, The (1996),
723,7,
724, The (1996),
724, The (1996),
724, The (1996),
724, The (1996),
725, The (1996),
726,7,
727,16,
728,4,
729, or This Dream People Call Human Life (1995),
730,7,
731,9,
731,10,
732,9,
733, The (1996),
733, The (1996),
733, The (1996),
734,4,
735,11,
736,8,
736,1,
736,6,
736,10,
737,8,
737,13,
738, Le (1995),
739,4,
741,2,
741,13,
742,11,
742,10,
743,4,
744,7,
745,2,
745,3,
745,4,
746,19,
747, The (1996),
748, The (1996),
748, The (1996),
748, The (1996),
749, The (1943),
750,4,
750,14,
751,4,
751,11,
752,4,
752,16,
752,6,
753, A (1995),
753, A (1995),
753, A (1995),
754,1,
754,3,
755,3,
755,7,
756,16,
757,7,
758, The (Khomreh) (1992),
759,16,
760,7,
760,14,
761, The (1996),
761, The (1996),
762,4,
762,9,
763, The (a.k.a. Summer Fling) (1996),
763, The (a.k.a. Summer Fling) (1996),
764,7,
764,6,
765,4,
765,7,
766,7,
767, The (1995),
767, The (1995),
768,7,
769,16,
770,7,
771, La) (1987),
771, La) (1987),
772,4,
773,7,
774,7,
775,11,
775,12,
776,4,
776,7,
777,14,
778,4,
778,9,
778,7,
779,7,
779,6,
780,8,
780,1,
780,13,
780,10,
781,7,
782, The (1996),
782, The (1996),
783, The (1996),
783, The (1996),
783, The (1996),
783, The (1996),
783, The (1996),
784, The (1996),
784, The (1996),
785,4,
786,8,
786,7,
786,10,
787, The (1995),
788, The (1996),
788, The (1996),
788, The (1996),
788, The (1996),
789, the Worst of All (Yo,
790, An (Un été inoubliable) (1994),
791, His Life and Music,
792, A (Hol volt,
793,7,
794,4,
794,7,
795,7,
796, A (1974),
797, The (Vieille qui marchait dans la mer,
798,8,
798,1,
798,7,
798,10,
799, The (1996),
799, The (1996),
799, The (1996),
800,7,
800,12,
800,18,
801,3,
801,4,
802,7,
802,6,
803,4,
803,7,
803,6,
804,4,
804,6,
805, A (1996),
805, A (1996),
806,9,
806,7,
807, Les) (1995),
807, Les) (1995),
808,1,
808,3,
809,8,
809,1,
810,3,
810,4,
810,5,
812,7,
813,4,
814, A (1995),
815,8,
815,12,
815,10,
816,7,
818, A (1996),
819,4,
819,7,
820, La) (1956),
821, The (1995),
821, The (1995),
822,7,
822,6,
822,14,
823, The (La collectionneuse) (1967),
824,7,
824,12,
825,4,
825,6,
826,7,
827, The (O Convento) (1995),
828, The (1996),
828, The (1996),
829,4,
829,5,
829,15,
830, The (1996),
831,7,
832,9,
832,10,
833,4,
834,4,
835,7,
836,8,
836,1,
836,10,
837,3,
837,4,
837,5,
838,4,
838,7,
838,6,
839, The (1996),
839, The (1996),
840,3,
840,4,
841, Les) (1959),
842,4,
842,11,
843,7,
844, The (Xinghua san yue tian) (1994),
845, The (Tianguo niezi) (1994),
846,7,
847, The (1996),
847, The (1996),
848, The (1996),
849,8,
849,1,
849,13,
849,10,
850,9,
850,7,
851,7,
852,4,
852,7,
852,6,
853,7,
854, The (Narayama Bushiko) (1958),
855,7,
856,4,
857,7,
858, The (1972),
858, The (1972),
859, The (1996),
860, Maybe Not (Bewegte Mann,
861,8,
861,4,
861,9,
861,10,
862,7,
864, The (1995),
864, The (1995),
865,7,
866,9,
866,7,
866,6,
866,10,
867,4,
867,9,
868,4,
869,9,
869,7,
869,15,
869,10,
870,4,
871,4,
872,7,
873,7,
874,9,
874,7,
875,8,
875,9,
875,7,
876,8,
876,4,
876,9,
876,10,
877,4,
877,7,
878,7,
879, The (1997),
879, The (1997),
880, The (1996),
880, The (1996),
881,3,
881,4,
882, The (1996),
882, The (1996),
884,7,
885,3,
885,7,
885,5,
886,8,
886,4,
886,9,
887,7,
889,7,
889,6,
890,10,
891,11,
891,10,
892,4,
892,7,
892,6,
893,7,
894,6,
895,7,
896,7,
897,1,
897,7,
897,6,
897,14,
898, The (1940),
898, The (1940),
898, The (1940),
899,4,
899,15,
899,6,
900, An (1951),
900, An (1951),
901,4,
901,15,
902,7,
902,6,
903,7,
903,12,
903,6,
903,10,
904,12,
904,10,
905,4,
905,6,
906,7,
906,10,
907, The (1934),
907, The (1934),
907, The (1934),
908,8,
908,1,
908,12,
908,6,
908,10,
909, The (1960),
909, The (1960),
909, The (1960),
910,4,
910,9,
911,4,
911,9,
911,12,
911,6,
911,10,
912,7,
912,6,
913, The (1941),
913, The (1941),
914,4,
914,7,
914,15,
914,6,
915,4,
915,6,
916,4,
916,7,
916,6,
917, The (1939),
917, The (1939),
918,15,
919, The (1939),
919, The (1939),
919, The (1939),
919, The (1939),
920,7,
920,6,
920,14,
921,4,
922,7,
922,19,
922,6,
923,7,
923,12,
924,1,
924,7,
924,13,
925,1,
925,6,
925,14,
926,7,
927, The (1939),
928,7,
928,12,
928,6,
928,10,
929,7,
929,19,
929,12,
929,10,
930,19,
930,6,
930,10,
931,12,
931,6,
931,10,
932, An (1957),
932, An (1957),
933,9,
933,12,
933,6,
933,10,
934,4,
935, The (1953),
935, The (1953),
936,4,
936,6,
937,4,
937,6,
938,15,
939, The (1958),
939, The (1958),
940, The (1938),
940, The (1938),
940, The (1938),
941, The (1940),
942,9,
942,19,
942,12,
943, The (1947),
943, The (1947),
943, The (1947),
944,7,
945,4,
945,15,
945,6,
946,4,
946,7,
946,14,
947,4,
947,6,
948,7,
948,6,
948,18,
949,7,
950, The (1934),
950, The (1934),
951,4,
951,6,
952,1,
952,4,
953,3,
953,7,
953,5,
953,6,
954,7,
955,4,
955,6,
956,7,
956,6,
957, The (1926),
958,4,
958,12,
959,7,
960,9,
960,7,
961,7,
962,9,
962,7,
963, The (1949),
964,6,
964,18,
965, The (1935),
965, The (1935),
965, The (1935),
966,7,
966,14,
967, The (1943),
968,11,
968,13,
968,10,
969, The (1951),
969, The (1951),
969, The (1951),
969, The (1951),
970,1,
970,4,
970,9,
970,7,
970,6,
971,7,
972, The (1954),
973,4,
973,7,
974,7,
974,6,
975,4,
975,15,
976, A (1932),
976, A (1932),
977,12,
979,7,
979,14,
980, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985),
981,7,
982,7,
983,6,
984, The (1996),
984, The (1996),
985,16,
986,1,
986,3,
987,7,
987,6,
988,4,
988,7,
989,7,
990,8,
990,1,
990,10,
991,7,
992, The (1996),
993,7,
994,4,
994,7,
996,8,
996,9,
996,7,
996,10,
997,7,
997,10,
998,8,
998,9,
999,9,
999,19,
1000,9,
1001, The (Associé,
1002,4,
1002,6,
1003,7,
1003,10,
1004, The (1996),
1004, The (1996),
1005,3,
1005,4,
1006, The (1996),
1007, The (1975),
1007, The (1975),
1007, The (1975),
1008, King of the Wild Frontier (1955),
1008, King of the Wild Frontier (1955),
1009,1,
1009,3,
1009,5,
1010, The (1969),
1010, The (1969),
1011,3,
1011,4,
1011,5,
1011,6,
1012,3,
1012,7,
1013, The (1961),
1013, The (1961),
1013, The (1961),
1014,3,
1014,4,
1014,7,
1015,1,
1015,3,
1015,7,
1016, The (1959),
1016, The (1959),
1017,1,
1017,3,
1018,3,
1018,4,
1018,12,
1019,000 Leagues Under the Sea (1954),
1019,000 Leagues Under the Sea (1954),
1019,000 Leagues Under the Sea (1954),
1020,4,
1021,3,
1021,4,
1022,2,
1022,3,
1022,5,
1022,15,
1022,6,
1023,2,
1023,3,
1023,15,
1024, The (1945),
1024, The (1945),
1024, The (1945),
1025, The (1963),
1025, The (1963),
1025, The (1963),
1025, The (1963),
1026,3,
1026,7,
1027,1,
1027,7,
1028,3,
1028,4,
1028,5,
1028,15,
1029,2,
1029,3,
1029,7,
1029,15,
1030,1,
1030,2,
1030,3,
1030,15,
1031,1,
1031,3,
1031,15,
1032,1,
1032,2,
1032,3,
1032,5,
1032,15,
1033, The (1981),
1033, The (1981),
1033, The (1981),
1034,4,
1034,9,
1034,7,
1034,10,
1035, The (1965),
1035, The (1965),
1036,8,
1036,9,
1036,10,
1037, The (1992),
1037, The (1992),
1037, The (1992),
1037, The (1992),
1038,7,
1039,16,
1040, The (1996),
1041,7,
1042,4,
1042,7,
1043,7,
1043,6,
1044,7,
1045,4,
1045,7,
1046,7,
1046,6,
1047, The (1996),
1047, The (1996),
1047, The (1996),
1049, The (1996),
1049, The (1996),
1050,16,
1050,7,
1051,7,
1052, The (1996),
1053,9,
1053,7,
1053,6,
1054,7,
1055,10,
1056,7,
1057,4,
1057,15,
1057,6,
1058,7,
1059,7,
1059,6,
1060,4,
1060,7,
1061,10,
1062, The (1996),
1063,7,
1065,12,
1066,4,
1066,15,
1066,6,
1067, A (1937),
1067, A (1937),
1067, A (1937),
1068,9,
1068,19,
1069, My Sweet (1944),
1069, My Sweet (1944),
1069, My Sweet (1944),
1070,1,
1071,6,
1071,14,
1073,3,
1073,4,
1073,5,
1073,15,
1075, The (Vie sexuelle des Belges 1950-1978,
1075, The (Vie sexuelle des Belges 1950-1978,
1076, The (1961),
1076, The (1961),
1076, The (1961),
1077,4,
1077,13,
1078,4,
1078,14,
1079, A (1988),
1079, A (1988),
1080,4,
1081,4,
1081,15,
1081,6,
1082, The (1972),
1083, The (1965),
1083, The (1965),
1084,9,
1084,7,
1085, The (1958),
1085, The (1958),
1086,9,
1086,12,
1086,10,
1087,15,
1088,7,
1088,15,
1088,6,
1089,9,
1089,12,
1089,10,
1090,7,
1090,14,
1091,4,
1092,9,
1092,12,
1092,10,
1093, The (1991),
1094, The (1992),
1094, The (1992),
1094, The (1992),
1095,7,
1096,7,
1097,3,
1097,7,
1097,13,
1098, The (1996),
1099, A (1938),
1099, A (1938),
1099, A (1938),
1100,8,
1100,7,
1100,6,
1101,8,
1101,6,
1102,8,
1103,7,
1104, A (1951),
1105,11,
1106, The (1996),
1107,4,
1109,7,
1110,8,
1111,16,
1112,8,
1112,4,
1112,7,
1113, The (1996),
1114, The (1996),
1114, The (1996),
1115,7,
1116, A (Fille seule,
1117, The (Huitième jour,
1118,8,
1118,1,
1118,9,
1118,7,
1118,18,
1119,7,
1120, The (1996),
1120, The (1996),
1121,7,
1122,16,
1123, A (1996),
1124,7,
1125, The (1975),
1125, The (1975),
1126,4,
1126,5,
1127, The (1989),
1127, The (1989),
1127, The (1989),
1127, The (1989),
1128, The (1980),
1129,8,
1129,1,
1129,13,
1129,10,
1130, The (1980),
1130, The (1980),
1131,7,
1131,12,
1132,7,
1133,4,
1133,7,
1134,8,
1134,7,
1135,4,
1136,1,
1136,4,
1136,5,
1137,6,
1138,7,
1139,7,
1140,7,
